model,Scenario,Region,Variable,Unit,1,2000,2004,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2060,2070,2080,2090,2100
Global Gas Model,EU4,Russia,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Russia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Russia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Russia,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Russia,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovakia,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovakia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovakia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovakia,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovakia,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovenia,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovenia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovenia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovenia,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Slovenia,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Spain,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Spain,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Spain,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Spain,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Spain,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Sweden,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Sweden,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Sweden,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Sweden,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Sweden,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Switzerland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Switzerland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Switzerland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Switzerland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,Switzerland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,UK,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,UK,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,UK,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,UK,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU4,UK,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Austria,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Austria,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Austria,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Austria,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Austria,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Belgium,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Belgium,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Belgium,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Belgium,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Belgium,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Bulgaria,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Bulgaria,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Bulgaria,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Bulgaria,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Bulgaria,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Czech Republic,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Czech Republic,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Czech Republic,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Czech Republic,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Czech Republic,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Denmark,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Denmark,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Denmark,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Denmark,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Denmark,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU12,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU12,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU12,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU15,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU15,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU15,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU15,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU27,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU27,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU27,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU27,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,EU27,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Estonia,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Estonia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Estonia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Estonia,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Estonia,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Finland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Finland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Finland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Finland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Finland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,France,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,France,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,France,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,France,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,France,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Germany,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Germany,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Germany,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Germany,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Germany,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Greece,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Greece,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Greece,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Greece,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Greece,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Hungary,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Hungary,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Hungary,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Hungary,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Hungary,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Ireland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Ireland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Ireland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Ireland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Ireland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Italy,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Italy,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Italy,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Italy,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Italy,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Latvia,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Latvia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Latvia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Latvia,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Latvia,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Lithuania,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Lithuania,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Lithuania,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Lithuania,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Lithuania,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Luxembourg,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Luxembourg,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Luxembourg,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Luxembourg,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Luxembourg,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Netherlands,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Netherlands,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Netherlands,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Netherlands,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Netherlands,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Norway,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Norway,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Norway,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Norway,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Norway,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Poland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Poland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Poland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Poland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Poland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Portugal,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Portugal,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Portugal,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Portugal,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Portugal,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,ROW,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,ROW,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,ROW,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,ROW,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,ROW,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Romania,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Romania,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Romania,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Romania,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Romania,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Russia,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Russia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Russia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Russia,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Russia,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovakia,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovakia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovakia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovakia,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovakia,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovenia,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovenia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovenia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovenia,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Slovenia,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Spain,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Spain,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Spain,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Spain,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Spain,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Sweden,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Sweden,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Sweden,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Sweden,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Sweden,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Switzerland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Switzerland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Switzerland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Switzerland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,Switzerland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,UK,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,UK,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,UK,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,UK,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU6,UK,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Austria,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Austria,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Austria,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Austria,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Austria,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Belgium,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Belgium,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Belgium,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Belgium,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Belgium,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Bulgaria,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Bulgaria,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Bulgaria,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Bulgaria,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Bulgaria,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Czech Republic,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Czech Republic,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Czech Republic,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Czech Republic,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Czech Republic,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Denmark,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Denmark,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Denmark,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Denmark,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,Denmark,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU12,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU12,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU12,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU15,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU15,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU15,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
Global Gas Model,EU7,EU15,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
